Pizza,708.07,110,Whole Foods
Steak,4824.68,182,Big Lots
Potatoe,908.86,150,Whole Foods
Chicken,2428.79,202,Walmart
Cheese,2019.07,149,Whole Foods
Bacon,3659.76,108,Target
Salad,2232.63,112,Walmart
Bacon,851.20,183,Walmart
Watermelon,2043.38,163,Whole Foods
Salad,4446.61,43,Walmart
Salad,127.80,243,Whole Foods
Sandwich,93.78,123,Target
Bacon,1501.58,207,Target
Chocolate,2155.44,64,Target
Watermelon,998.79,141,Whole Foods
Pizza,4474.37,41,Walmart
Chocolate,3256.07,144,Whole Foods
Cheese,2116.79,177,Big Lots
Chicken,4521.41,240,Aldi
Bacon,3524.85,105,Big Lots
Spaghetti,1331.36,248,Trader Joe
Pizza,271.95,129,Whole Foods
Chicken,2088.39,36,Aldi
Watermelon,4088.92,169,Target
Steak,1591.88,203,Aldi
Curry,3253.92,221,Trader Joe
Hamburger,3316.86,46,Big Lots
Pizza,1386.77,146,Trader Joe
Curry,4560.07,205,Trader Joe
Chicken,2625.88,181,Target
Cheese,1063.06,226,Aldi
Chicken,2122.27,199,Aldi
Curry,3079.69,229,Trader Joe
Bacon,1119.12,142,Aldi
Sandwich,4057.18,42,Big Lots
Salad,4100.46,151,Whole Foods
Chocolate,2392.18,234,Target
Hamburger,655.52,229,Aldi
Cheese,2371.64,52,Big Lots
Curry,3071.46,23,Big Lots
Burrito,1734.30,59,Big Lots
Pizza,1935.69,220,Aldi
Spaghetti,3476.03,34,Aldi
Spaghetti,2380.01,152,Trader Joe
Steak,2611.04,207,Aldi
Salad,1492.97,38,Target
Spaghetti,3803.15,108,Walmart
Potatoe,2526.47,241,Trader Joe
Cheese,1975.43,236,Aldi
Salad,866.68,190,Big Lots
Curry,3790.67,125,Walmart
Sandwich,2454.49,113,Trader Joe
Pizza,3496.62,206,Target
Spaghetti,505.56,110,Big Lots
Curry,4542.67,176,Whole Foods
Cheese,354.28,20,Target
Spaghetti,624.29,133,Walmart
Steak,4431.16,100,Trader Joe
Curry,1413.43,213,Walmart
Pizza,2983.86,111,Trader Joe
Salad,3125.10,183,Target
Hamburger,1016.19,29,Big Lots
Spaghetti,2177.48,115,Trader Joe
Salad,818.39,22,Target
Pizza,1275.34,68,Big Lots
Curry,1262.73,11,Whole Foods
Bacon,179.79,225,Walmart
Potatoe,2403.11,162,Target
Burrito,1023.57,11,Walmart
Watermelon,2639.33,119,Target
Chicken,4882.18,123,Trader Joe
Potatoe,2806.14,209,Whole Foods
Potatoe,3414.26,242,Whole Foods
Potatoe,706.58,67,Target
Chicken,135.43,116,Target
Spaghetti,2119.75,123,Aldi
Pizza,613.66,50,Trader Joe
Hamburger,659.36,23,Trader Joe
Chocolate,357.89,212,Trader Joe
Pizza,2619.73,113,Whole Foods
Chocolate,3264.42,27,Walmart
Salad,4381.69,240,Trader Joe
Watermelon,4618.90,36,Big Lots
Cheese,3859.46,4,Target
Steak,1708.86,97,Target
Cheese,4694.45,50,Aldi
Chicken,1591.91,26,Walmart
Salad,669.31,57,Target
Hamburger,3147.09,64,Trader Joe
Spaghetti,1462.99,166,Walmart
Salad,3733.19,157,Aldi
Bacon,4424.97,73,Aldi
Cheese,2869.59,102,Walmart
Steak,4388.87,160,Target
Potatoe,3403.86,162,Target
Burrito,1507.80,145,Big Lots
Watermelon,1241.26,120,Trader Joe
Watermelon,1167.71,191,Trader Joe
Steak,4174.99,137,Whole Foods
Sandwich,3059.23,142,Trader Joe
Spaghetti,2571.28,207,Trader Joe
Hamburger,1228.64,123,Big Lots
Salad,4145.32,57,Target
Pizza,1724.04,89,Target
Chicken,752.75,179,Aldi
Spaghetti,3769.15,217,Whole Foods
Chocolate,3892.94,234,Whole Foods
Chicken,3582.39,37,Whole Foods
Chicken,695.98,235,Whole Foods
Burrito,2534.32,117,Aldi
Chicken,1945.23,178,Aldi
Potatoe,4746.36,204,Walmart
Chicken,540.73,123,Whole Foods
Bacon,3368.60,157,Whole Foods
Burrito,244.97,246,Whole Foods
Chicken,4783.18,237,Target
Pizza,2558.27,132,Whole Foods
Cheese,3597.41,242,Trader Joe
Pizza,1315.31,8,Aldi
Potatoe,3554.65,237,Big Lots
Cheese,4879.75,199,Walmart
Curry,4837.53,110,Whole Foods
Chicken,2630.77,200,Big Lots
Salad,4468.75,6,Aldi
Spaghetti,2719.40,57,Walmart
Pizza,3868.21,149,Aldi
Pizza,2495.22,30,Trader Joe
Salad,1727.25,84,Trader Joe
Hamburger,51.79,62,Whole Foods
Potatoe,2.97,51,Whole Foods
Curry,3109.11,219,Walmart
Salad,934.73,116,Whole Foods
Bacon,278.64,166,Big Lots
Steak,4117.48,1,Target
Potatoe,1637.23,234,Trader Joe
Spaghetti,2720.98,79,Walmart
Hamburger,1384.53,248,Walmart
Curry,2336.43,185,Target
Watermelon,2403.64,200,Walmart
Bacon,3581.37,202,Trader Joe
Salad,3259.71,92,Walmart
Steak,926.31,199,Walmart
Bacon,4157.85,60,Target
Cheese,1390.31,223,Big Lots
Bacon,3842.03,238,Target
Spaghetti,233.64,42,Target
Potatoe,1559.85,79,Big Lots
Hamburger,828.73,199,Aldi
Spaghetti,1241.84,60,Trader Joe
Chocolate,1396.22,81,Target
Sandwich,4157.57,15,Aldi
Steak,1474.46,171,Big Lots
Burrito,2527.77,141,Target
Cheese,2045.18,221,Target
Bacon,4296.33,241,Whole Foods
Burrito,1781.00,121,Walmart
Cheese,517.69,140,Whole Foods
Cheese,3567.34,128,Aldi
Burrito,1918.40,211,Trader Joe
Chicken,4177.93,7,Whole Foods
Chicken,1015.94,143,Big Lots
Watermelon,4285.24,134,Trader Joe
Hamburger,2568.93,37,Trader Joe
Chocolate,4778.52,9,Whole Foods
Potatoe,3719.16,112,Target
Bacon,1988.72,210,Trader Joe
Chicken,1663.38,118,Target
Cheese,2520.58,221,Whole Foods
Hamburger,4109.15,23,Walmart
Spaghetti,3105.57,138,Whole Foods
Salad,666.92,62,Whole Foods
Salad,270.31,193,Trader Joe
Potatoe,1870.89,239,Target
Spaghetti,4588.15,157,Big Lots
Hamburger,761.39,57,Walmart
Chocolate,1650.82,107,Big Lots
Chicken,2148.10,154,Walmart
Curry,2818.24,4,Walmart
Watermelon,4134.70,137,Whole Foods
Salad,4415.33,69,Walmart
Cheese,424.84,67,Big Lots
Curry,78.49,187,Whole Foods
Hamburger,699.21,210,Target
Cheese,601.98,9,Walmart
Sandwich,898.53,194,Big Lots
Hamburger,3023.43,174,Trader Joe
Watermelon,1423.59,248,Walmart
Salad,2282.50,141,Aldi
Cheese,1866.37,227,Big Lots
Chicken,3606.91,47,Aldi
Bacon,4615.82,181,Whole Foods
Hamburger,601.90,60,Trader Joe
Salad,388.66,203,Walmart
Hamburger,3749.22,94,Big Lots
Chocolate,4390.48,44,Aldi
Chocolate,1222.90,241,Aldi
Cheese,3965.89,237,Target
Spaghetti,4617.37,169,Target
Cheese,3275.58,74,Walmart
Bacon,2135.68,197,Big Lots
Hamburger,3838.13,169,Whole Foods
Potatoe,847.18,67,Trader Joe
Salad,3092.05,129,Big Lots
Steak,4648.41,206,Walmart
Spaghetti,2019.08,71,Whole Foods
Salad,3872.88,153,Trader Joe
Bacon,1914.38,190,Big Lots
Spaghetti,3404.97,73,Big Lots
Salad,3387.00,221,Walmart
Curry,4670.34,31,Aldi
Bacon,754.40,147,Trader Joe
Bacon,2269.15,104,Aldi
Pizza,4324.58,38,Big Lots
Steak,2026.94,39,Aldi
Watermelon,1716.06,76,Walmart
Sandwich,4053.96,15,Target
Chicken,4736.62,75,Aldi
Chocolate,271.67,68,Target
Spaghetti,3266.46,236,Target
Pizza,1715.41,248,Walmart
Potatoe,2065.85,234,Aldi
Chicken,4040.12,44,Big Lots
Pizza,2385.09,56,Big Lots
Steak,3591.70,250,Walmart
Sandwich,1014.74,105,Big Lots
Sandwich,382.76,237,Whole Foods
Potatoe,1598.69,146,Target
Potatoe,2746.28,217,Aldi
Bacon,305.85,5,Walmart
Chocolate,890.80,90,Big Lots
Chocolate,4158.45,236,Walmart
Potatoe,101.73,241,Target
Bacon,1574.70,207,Walmart
Steak,4198.54,71,Walmart
Pizza,4273.08,24,Target
Chicken,2889.22,235,Whole Foods
Cheese,1232.47,130,Whole Foods
Steak,3183.51,106,Walmart
Cheese,1717.62,197,Trader Joe
Burrito,3258.33,196,Aldi
Potatoe,2805.31,84,Whole Foods
Bacon,4196.02,192,Walmart
Potatoe,1948.55,162,Walmart
Chocolate,4669.22,231,Whole Foods
Pizza,1771.59,150,Aldi
Chicken,691.56,136,Walmart
Cheese,4439.23,138,Walmart
Hamburger,3948.40,18,Trader Joe
Curry,2469.58,150,Walmart
Bacon,3548.86,23,Aldi
Pizza,2283.08,204,Trader Joe
Pizza,3826.74,137,Walmart
Sandwich,2935.52,61,Big Lots
Watermelon,1943.81,45,Walmart
Salad,277.97,58,Big Lots
Cheese,2801.00,134,Big Lots
Chocolate,2907.04,58,Target
Potatoe,1447.10,228,Aldi
Watermelon,3960.38,65,Big Lots
Potatoe,2806.09,143,Aldi
Cheese,2436.30,156,Walmart
Sandwich,306.27,240,Whole Foods
Spaghetti,3954.64,70,Target
Hamburger,1414.36,12,Big Lots
Pizza,85.96,250,Aldi
Pizza,1255.35,59,Big Lots
Cheese,1671.31,119,Big Lots
Hamburger,4325.44,73,Big Lots
Potatoe,3088.49,59,Whole Foods
Pizza,3201.39,108,Whole Foods
Spaghetti,2417.56,71,Walmart
Bacon,278.70,41,Target
Chicken,4164.12,227,Big Lots
Cheese,2874.60,101,Aldi
Watermelon,3589.32,229,Whole Foods
Watermelon,1636.17,244,Whole Foods
Bacon,1848.97,194,Walmart
Sandwich,2349.65,198,Walmart
Burrito,3251.05,114,Whole Foods
Bacon,1617.25,197,Trader Joe
Cheese,1135.72,45,Whole Foods
Watermelon,458.91,244,Trader Joe
Bacon,1697.44,174,Trader Joe
Potatoe,4115.87,75,Aldi
Burrito,721.83,185,Trader Joe
Salad,3267.20,242,Whole Foods
Watermelon,1036.34,81,Walmart
Pizza,1304.69,10,Trader Joe
Sandwich,4568.75,109,Walmart
Sandwich,4335.84,131,Big Lots
Salad,1649.27,11,Target
Cheese,3355.04,110,Whole Foods
Curry,2311.81,31,Whole Foods
Bacon,149.49,245,Whole Foods
Bacon,3449.72,7,Big Lots
Salad,1301.90,60,Big Lots
Burrito,1571.65,73,Big Lots
Watermelon,2918.94,145,Aldi
Pizza,1578.70,107,Walmart
Chocolate,409.53,243,Big Lots
Watermelon,2475.74,70,Walmart
Potatoe,1987.16,83,Walmart
Sandwich,3646.50,170,Aldi
Bacon,4415.93,245,Walmart
Pizza,3034.28,59,Whole Foods
Curry,179.04,241,Aldi
Burrito,1145.23,125,Trader Joe
Chicken,524.02,20,Whole Foods
Burrito,1750.75,24,Aldi
Chocolate,3542.19,154,Big Lots
Pizza,1522.38,161,Big Lots
Chicken,4565.47,108,Target
Burrito,3679.31,220,Big Lots
Chocolate,4243.99,15,Walmart
Steak,4280.83,51,Target
Salad,4509.16,216,Target
Chocolate,3028.95,175,Whole Foods
Burrito,278.94,62,Target
Curry,2269.96,171,Target
Potatoe,3455.70,22,Big Lots
Chicken,1442.29,12,Walmart
Steak,736.95,150,Whole Foods
Curry,3667.67,163,Aldi
Cheese,2155.52,80,Trader Joe
Burrito,2110.84,183,Trader Joe
Steak,3808.93,66,Big Lots
Curry,1286.24,156,Whole Foods
Chicken,4049.83,244,Walmart
Spaghetti,2401.77,156,Walmart
Burrito,1039.64,192,Aldi
Cheese,755.75,186,Aldi
Cheese,1627.02,220,Aldi
Watermelon,2073.76,173,Aldi
Spaghetti,1139.62,154,Big Lots
Salad,550.30,114,Aldi
Steak,4579.87,141,Whole Foods
Spaghetti,2568.96,61,Big Lots
Watermelon,4566.10,51,Target
Steak,973.12,195,Big Lots
Sandwich,1514.20,57,Target
Sandwich,4720.44,42,Trader Joe
Bacon,2406.22,159,Big Lots
Curry,313.68,161,Big Lots
Chicken,3385.83,81,Big Lots
Bacon,225.96,110,Target
Sandwich,3159.88,41,Aldi
Curry,2689.34,140,Whole Foods
Chicken,2153.66,160,Big Lots
Steak,4436.54,40,Big Lots
Spaghetti,3680.45,29,Target
Steak,4760.61,60,Trader Joe
Pizza,139.06,189,Target
Hamburger,2435.72,239,Whole Foods
Burrito,3133.50,83,Big Lots
Steak,1715.60,60,Trader Joe
Watermelon,3220.95,214,Whole Foods
Pizza,1126.71,212,Trader Joe
Sandwich,620.35,4,Target
Salad,631.44,136,Whole Foods
Curry,4488.06,203,Big Lots
Steak,1192.54,199,Big Lots
Potatoe,494.12,21,Big Lots
Potatoe,1101.06,209,Target
Spaghetti,3000.97,118,Target
Watermelon,701.67,103,Trader Joe
Spaghetti,100.63,135,Big Lots
Potatoe,1217.97,188,Walmart
Curry,3518.46,6,Whole Foods
Bacon,1056.22,201,Target
Bacon,1233.00,194,Aldi
Cheese,1776.62,230,Aldi
Spaghetti,2168.50,203,Whole Foods
Potatoe,1911.70,142,Target
Hamburger,4571.44,118,Target
Burrito,4655.47,154,Trader Joe
Burrito,4239.97,107,Big Lots
Chocolate,4077.66,12,Whole Foods
Chocolate,4313.58,52,Trader Joe
Salad,3506.06,4,Target
Curry,4416.81,7,Trader Joe
Spaghetti,1837.97,241,Aldi
Pizza,1729.65,135,Walmart
Sandwich,4819.53,217,Aldi
Cheese,9.51,215,Whole Foods
Sandwich,3667.15,225,Big Lots
Watermelon,1013.64,162,Walmart
Sandwich,1194.34,192,Whole Foods
Spaghetti,1408.44,44,Walmart
Hamburger,2120.55,143,Target
Bacon,4792.22,159,Target
Pizza,3609.45,181,Whole Foods
Steak,2470.53,107,Walmart
Salad,1850.05,245,Aldi
Chicken,1135.30,57,Whole Foods
Chocolate,3971.43,58,Big Lots
Chicken,1915.59,178,Target
Steak,411.85,43,Trader Joe
Curry,101.61,140,Aldi
Watermelon,4509.17,78,Whole Foods
Cheese,212.39,130,Aldi
Sandwich,3766.10,235,Big Lots
Chicken,3396.73,71,Target
Pizza,1018.79,194,Target
Spaghetti,937.08,187,Trader Joe
Steak,3918.35,240,Walmart
Potatoe,3357.31,90,Big Lots
Chicken,3967.63,105,Walmart
Chicken,552.53,138,Walmart
Sandwich,2075.05,95,Trader Joe
Chocolate,4126.13,62,Whole Foods
Steak,3646.58,77,Target
Pizza,2425.91,148,Big Lots
Pizza,618.78,21,Walmart
Sandwich,4195.03,117,Aldi
Burrito,3174.52,18,Trader Joe
Salad,3302.14,119,Trader Joe
Curry,1319.31,14,Whole Foods
Chicken,1537.57,16,Trader Joe
Steak,896.92,135,Trader Joe
Chocolate,2078.15,175,Trader Joe
Bacon,2356.53,94,Whole Foods
Pizza,2874.45,5,Whole Foods
Bacon,1976.88,159,Target
Spaghetti,4823.15,216,Big Lots
Burrito,372.16,76,Target
Salad,219.47,198,Walmart
Hamburger,3355.25,121,Big Lots
Chicken,4265.73,197,Whole Foods
Potatoe,679.54,192,Walmart
Chicken,2848.13,43,Big Lots
Bacon,2279.25,76,Whole Foods
Hamburger,2152.75,187,Big Lots
Steak,2687.67,189,Trader Joe
Potatoe,3665.18,37,Target
Salad,3883.54,185,Whole Foods
Burrito,298.46,171,Trader Joe
Burrito,858.80,10,Trader Joe
Steak,1963.30,216,Whole Foods
Pizza,1258.37,184,Aldi
Bacon,916.09,191,Aldi
Cheese,4550.16,170,Whole Foods
Steak,3513.54,159,Big Lots
Watermelon,3247.98,117,Whole Foods
Watermelon,226.09,24,Walmart
Salad,3322.48,232,Walmart
Chicken,1037.55,53,Big Lots
Watermelon,161.86,71,Walmart
Salad,904.95,227,Aldi
Curry,3785.61,103,Big Lots
Curry,2204.74,57,Trader Joe
Pizza,155.29,20,Aldi
Cheese,1326.32,89,Walmart
Spaghetti,998.45,93,Target
Pizza,1361.75,8,Whole Foods
Bacon,3361.33,38,Target
Curry,1786.39,56,Walmart
Chicken,4610.37,26,Walmart
Watermelon,2723.11,153,Walmart
Steak,3769.71,78,Walmart
Chicken,4945.78,63,Aldi
Sandwich,3649.86,72,Trader Joe
Spaghetti,3688.25,83,Walmart
Pizza,1219.29,10,Target
Burrito,279.67,163,Whole Foods
Sandwich,2079.72,73,Aldi
Burrito,463.84,203,Walmart
Salad,4024.96,115,Big Lots
Chocolate,1235.81,114,Aldi
Steak,886.77,79,Big Lots
Sandwich,553.97,40,Target
Burrito,3788.71,93,Walmart
Potatoe,1861.81,20,Aldi
Chicken,2652.31,96,Aldi
Cheese,2181.74,14,Aldi
Salad,6.51,90,Aldi
Potatoe,3307.10,64,Walmart
Chicken,1358.95,237,Aldi
Bacon,4641.74,125,Trader Joe
Steak,900.83,50,Walmart
Potatoe,1671.90,67,Target
Chocolate,3102.47,102,Whole Foods
Salad,967.85,244,Big Lots
Watermelon,4883.65,123,Walmart
Curry,4853.58,165,Aldi
Chicken,2958.31,34,Target
Spaghetti,2974.20,51,Aldi
Steak,1962.46,224,Whole Foods
Hamburger,3112.88,25,Trader Joe
Sandwich,2283.09,136,Trader Joe
Hamburger,4052.82,116,Whole Foods
Hamburger,78.29,25,Aldi
Burrito,1727.83,62,Whole Foods
Spaghetti,1884.48,178,Big Lots
Cheese,1748.65,113,Whole Foods
Sandwich,1669.31,242,Target
Pizza,3868.56,74,Walmart
Hamburger,4054.16,181,Trader Joe
Spaghetti,1750.29,26,Target
Cheese,51.52,72,Big Lots
Watermelon,4642.68,92,Target
Hamburger,1674.01,105,Big Lots
Chocolate,3090.29,138,Aldi
Salad,3754.32,15,Big Lots
Bacon,3581.47,3,Aldi
Steak,4510.61,51,Trader Joe
Cheese,2941.03,90,Walmart
Chocolate,3230.63,159,Big Lots
Potatoe,1065.57,51,Aldi
Pizza,4330.58,187,Walmart
Curry,4715.70,127,Trader Joe
Potatoe,663.85,63,Aldi
Curry,2994.63,181,Big Lots
Bacon,525.79,200,Walmart
Potatoe,3284.43,146,Big Lots
Potatoe,1813.34,58,Big Lots
Cheese,1327.78,76,Walmart
Spaghetti,4796.37,33,Trader Joe
Salad,3510.22,110,Whole Foods
Sandwich,2413.63,146,Target
Spaghetti,2513.59,11,Trader Joe
Spaghetti,4770.24,46,Whole Foods
Chocolate,3572.48,198,Walmart
Burrito,3232.56,201,Walmart
Curry,271.09,15,Target
Curry,1588.30,240,Walmart
Chicken,1696.93,174,Big Lots
Watermelon,4286.65,197,Walmart
Pizza,4272.05,144,Walmart
Bacon,2275.65,112,Walmart
Cheese,4628.76,197,Target
Salad,1044.28,114,Big Lots
Steak,2350.85,188,Big Lots
Curry,426.33,78,Walmart
Chicken,4630.31,3,Whole Foods
Cheese,242.16,199,Target
Pizza,1196.14,192,Whole Foods
Chocolate,567.28,163,Trader Joe
Hamburger,4781.02,195,Whole Foods
Chocolate,1633.23,97,Target
Spaghetti,1170.99,222,Target
Potatoe,1172.50,158,Target
Hamburger,2845.35,136,Target
Curry,846.73,246,Target
Potatoe,1782.52,63,Target
Bacon,1582.31,214,Big Lots
Spaghetti,470.50,70,Trader Joe
Watermelon,1560.02,134,Aldi
Burrito,2917.80,241,Big Lots
Salad,3553.65,137,Aldi
Chicken,153.15,115,Trader Joe
Steak,3204.25,212,Aldi
Chicken,4496.48,26,Target
Burrito,2632.36,96,Big Lots
Salad,4347.76,158,Trader Joe
Sandwich,3985.48,77,Whole Foods
Steak,3410.89,172,Whole Foods
Chicken,4394.57,214,Walmart
Curry,3213.69,72,Aldi
Watermelon,2753.54,116,Big Lots
Cheese,3568.15,177,Target
Salad,34.71,123,Aldi
Chicken,1313.01,37,Walmart
Hamburger,2137.02,179,Aldi
Pizza,2214.22,140,Whole Foods
Pizza,106.98,71,Aldi
Bacon,2229.45,244,Walmart
Bacon,4191.67,185,Walmart
Spaghetti,4428.07,215,Trader Joe
Curry,2971.49,7,Trader Joe
Cheese,1082.75,38,Aldi
Chocolate,3178.88,104,Aldi
Chicken,2568.72,145,Whole Foods
Salad,4764.61,209,Whole Foods
Watermelon,4654.75,117,Aldi
Bacon,4768.72,222,Target
Watermelon,3483.27,172,Whole Foods
Hamburger,1843.55,158,Target
Burrito,68.34,102,Trader Joe
Steak,1598.13,227,Walmart
Burrito,3775.20,51,Aldi
Potatoe,4459.59,37,Aldi
Hamburger,4502.67,65,Target
Potatoe,2940.93,50,Whole Foods
Chicken,1681.57,48,Walmart
Chocolate,641.98,244,Big Lots
Cheese,269.20,51,Walmart
Salad,3726.23,26,Trader Joe
Potatoe,4960.91,70,Aldi
Spaghetti,3294.90,152,Aldi
Steak,692.58,85,Big Lots
Salad,4055.14,143,Target
Hamburger,2318.33,33,Walmart
Hamburger,2640.43,197,Trader Joe
Cheese,2893.31,138,Whole Foods
Curry,3691.37,162,Walmart
Cheese,1586.79,184,Aldi
Sandwich,2273.05,167,Walmart
Cheese,1358.59,186,Trader Joe
Bacon,3713.53,206,Big Lots
Burrito,3399.86,106,Trader Joe
Burrito,423.10,200,Target
Steak,4622.37,15,Big Lots
Steak,3328.48,31,Target
Curry,1363.50,98,Trader Joe
Cheese,721.24,231,Big Lots
Chocolate,3579.89,202,Trader Joe
Steak,3979.17,144,Big Lots
Pizza,3447.22,208,Aldi
Pizza,3348.02,226,Target
Curry,3542.10,132,Whole Foods
Potatoe,1900.93,90,Whole Foods
Chocolate,3869.60,178,Whole Foods
Bacon,2046.23,177,Big Lots
Cheese,465.43,126,Whole Foods
Spaghetti,1479.83,146,Whole Foods
Chicken,3519.06,44,Trader Joe
Pizza,4992.80,44,Big Lots
Burrito,3512.25,240,Trader Joe
Spaghetti,3496.25,236,Big Lots
Cheese,3288.54,191,Trader Joe
Steak,1036.66,103,Walmart
Burrito,2124.50,233,Trader Joe
Hamburger,1753.94,18,Big Lots
Watermelon,3138.55,179,Big Lots
Bacon,2596.65,31,Trader Joe
Curry,4408.93,17,Trader Joe
Sandwich,77.41,94,Aldi
Sandwich,410.53,219,Big Lots
Watermelon,2605.02,125,Aldi
Hamburger,1472.52,212,Big Lots
Bacon,3339.38,129,Big Lots
Bacon,2526.04,220,Walmart
Hamburger,4956.40,55,Whole Foods
Steak,766.65,229,Trader Joe
Curry,2695.15,31,Walmart
Pizza,1218.30,154,Whole Foods
Chicken,1464.99,227,Walmart
Cheese,2239.81,109,Target
Spaghetti,1176.66,98,Aldi
Hamburger,3279.26,166,Target
Potatoe,1184.21,166,Aldi
Steak,2467.47,182,Trader Joe
Steak,4600.72,69,Big Lots
Hamburger,3743.70,111,Target
Hamburger,3406.58,152,Trader Joe
Curry,1791.32,172,Trader Joe
Steak,1755.50,43,Trader Joe
Spaghetti,2096.42,34,Trader Joe
Cheese,4629.50,176,Target
Curry,4739.01,28,Aldi
Steak,4675.15,150,Target
Chicken,171.19,42,Trader Joe
Chicken,532.93,10,Target
Watermelon,368.14,217,Aldi
Spaghetti,2100.12,199,Target
Curry,1287.41,155,Big Lots
Chocolate,2793.95,49,Big Lots
Sandwich,4169.43,62,Whole Foods
Bacon,43.76,24,Target
Chicken,580.79,69,Target
Potatoe,55.38,18,Trader Joe
Chicken,1008.50,15,Big Lots
Spaghetti,838.63,199,Walmart
Burrito,1492.14,178,Walmart
Chicken,657.23,19,Big Lots
Spaghetti,4358.84,226,Walmart
Watermelon,118.86,100,Aldi
Cheese,1195.31,187,Walmart
Chocolate,3340.16,208,Whole Foods
Pizza,923.68,5,Target
Chicken,4303.23,29,Big Lots
Pizza,3339.68,37,Target
Pizza,47.49,188,Target
Steak,1738.99,113,Big Lots
Bacon,4510.28,238,Trader Joe
Watermelon,2198.77,195,Walmart
Spaghetti,3230.04,81,Target
Chocolate,4634.26,44,Whole Foods
Pizza,1473.01,55,Whole Foods
Curry,3898.55,34,Whole Foods
Chocolate,1819.27,207,Trader Joe
Watermelon,2202.20,219,Trader Joe
Steak,3828.77,40,Trader Joe
Chicken,1013.05,144,Big Lots
Curry,3222.03,188,Target
Steak,2102.19,8,Aldi
Chocolate,4403.66,153,Big Lots
Steak,3330.83,9,Target
Potatoe,192.31,99,Trader Joe
Bacon,971.43,135,Target
Chicken,2807.81,23,Aldi
Spaghetti,1755.93,138,Trader Joe
Burrito,4172.25,72,Aldi
Chicken,1074.93,14,Whole Foods
Curry,181.62,55,Walmart
Chicken,4635.06,98,Walmart
Curry,2615.54,187,Whole Foods
Cheese,1553.95,226,Whole Foods
Potatoe,1580.40,151,Whole Foods
Cheese,3320.44,163,Walmart
Bacon,889.51,31,Target
Spaghetti,3179.43,163,Target
Pizza,1325.89,238,Walmart
Chicken,657.66,153,Whole Foods
Potatoe,181.23,142,Trader Joe
Watermelon,1387.84,119,Walmart
Hamburger,3150.22,246,Aldi
Burrito,3847.15,5,Big Lots
Potatoe,2049.68,84,Trader Joe
Hamburger,1821.82,113,Walmart
Watermelon,1238.54,60,Walmart
Salad,3439.34,94,Whole Foods
Cheese,1556.37,48,Whole Foods
Chicken,92.21,226,Target
Chicken,3635.90,105,Whole Foods
Chicken,108.72,139,Big Lots
Burrito,1489.64,215,Aldi
Burrito,108.14,238,Whole Foods
Cheese,4092.12,213,Big Lots
Bacon,3496.81,245,Aldi
Burrito,3942.54,212,Target
Spaghetti,4148.88,235,Whole Foods
Curry,3250.55,68,Walmart
Watermelon,3634.00,137,Big Lots
Salad,3996.06,250,Target
Watermelon,4045.93,118,Aldi
Burrito,3278.96,62,Target
Chicken,1894.77,71,Aldi
Spaghetti,461.49,167,Aldi
Sandwich,4454.90,52,Whole Foods
Chicken,584.23,174,Aldi
Spaghetti,2313.77,46,Big Lots
Curry,3513.39,80,Aldi
Pizza,1714.46,168,Walmart
Sandwich,1830.35,58,Trader Joe
Watermelon,3532.80,17,Big Lots
Bacon,1375.69,16,Trader Joe
Chicken,22.33,107,Whole Foods
Watermelon,322.75,231,Aldi
Salad,4846.34,33,Whole Foods
Burrito,3976.25,84,Target
Burrito,3954.38,33,Whole Foods
Pizza,1377.21,76,Whole Foods
Bacon,4554.56,26,Big Lots
Chicken,849.73,229,Target
Chocolate,2269.39,46,Big Lots
Burrito,4605.89,116,Whole Foods
Spaghetti,3201.54,134,Target
Bacon,1262.49,65,Big Lots
Potatoe,1256.12,55,Trader Joe
Chocolate,2188.85,237,Aldi
Cheese,4246.18,216,Whole Foods
Watermelon,1017.18,154,Walmart
Steak,3524.10,194,Walmart
Hamburger,3509.12,215,Whole Foods
Bacon,3906.37,30,Big Lots
Bacon,714.65,57,Trader Joe
Steak,238.04,90,Trader Joe
Burrito,1911.63,142,Target
Salad,2210.13,158,Aldi
Bacon,2726.77,250,Walmart
Bacon,4585.13,139,Trader Joe
Sandwich,2998.62,63,Big Lots
Cheese,2797.76,116,Aldi
Hamburger,3194.72,169,Trader Joe
Steak,3107.25,220,Aldi
Curry,1888.18,71,Walmart
Steak,615.47,124,Aldi
Chicken,2367.94,189,Walmart
Burrito,179.06,78,Target
Watermelon,2194.11,86,Target
Pizza,262.42,207,Big Lots
Watermelon,1859.87,222,Trader Joe
Curry,2017.12,102,Whole Foods
Watermelon,4372.71,209,Walmart
Spaghetti,1129.86,41,Walmart
Pizza,3525.04,154,Big Lots
Bacon,2648.25,209,Walmart
Potatoe,2232.25,32,Whole Foods
Curry,1285.10,130,Aldi
Chicken,245.96,189,Walmart
Salad,4153.53,205,Whole Foods
Cheese,4776.49,143,Whole Foods
Watermelon,721.81,215,Walmart
Spaghetti,1408.17,81,Walmart
Hamburger,4705.25,90,Trader Joe
Chocolate,4849.28,74,Aldi
Potatoe,3153.66,126,Walmart
Pizza,400.77,133,Walmart
Spaghetti,655.19,130,Target
Steak,1645.98,140,Whole Foods
Watermelon,1030.28,120,Whole Foods
Burrito,3864.65,125,Walmart
Cheese,4735.80,200,Target
Watermelon,4162.95,234,Whole Foods
Curry,562.40,3,Walmart
Chicken,3055.97,244,Aldi
